iter	RMSE
350	4.617952476
351	4.611965677
352	4.607823018
353	4.600673251
354	4.592526732
355	4.585648843
356	4.580725555
357	4.573470034
358	4.568365274
359	4.560588231
360	4.556282486
361	4.549956438
362	4.544615096
363	4.538481538
364	4.531354818
365	4.527924741
366	4.522404071
367	4.5159789
368	4.510154269
369	4.505027998
370	4.498133909
371	4.493340625
372	4.487994408
373	4.482300281
374	4.476893686
375	4.471871128
376	4.467425578
377	4.46113625
378	4.455423786
379	4.447871607
380	4.443369049
381	4.43946511
382	4.432636632
383	4.426376914
384	4.421244044
385	4.417201647
386	4.410698768
387	4.403238426
388	4.395845415
389	4.390399996
390	4.38180498
391	4.377475506
392	4.36833265
393	4.360356158
394	4.354881004
395	4.34890244
396	4.341549445
397	4.336036389
398	4.329915339
399	4.324072224
400	4.318528936
401	4.309459098
402	4.304340371
403	4.296992252
404	4.290604047
405	4.285988482
406	4.281054259
407	4.275183394
408	4.269347581
409	4.263793413
410	4.258649619
411	4.253606138
412	4.248542417
413	4.242267633
414	4.235380642
415	4.23062581
416	4.226146955
417	4.221360232
418	4.216880501
419	4.212216757
420	4.207002
421	4.202748762
422	4.198325599
423	4.193064417
424	4.188471689
425	4.184793869
426	4.17992861
427	4.175613732
428	4.173051676
429	4.168003645
430	4.163859911
431	4.157335981
432	4.15172483
433	4.145469691
434	4.14149553
435	4.13802167
436	4.133774709
437	4.130050025
438	4.124498478
439	4.119392611
440	4.11393277
441	4.106786836
442	4.1024452
443	4.091733823
444	4.08624923
445	4.082736639
446	4.076333944
447	4.06852039
448	4.061139704
449	4.056328874
450	4.050997367
451	4.046827148
452	4.039215011
453	4.035422494
454	4.02867301
455	4.023862871
456	4.019178104
457	4.014527498
458	4.007943134
459	4.002875722
460	3.998546645
461	3.994724979
462	3.990189372
463	3.985060626
464	3.980562945
465	3.973550356
466	3.967575681
467	3.963497591
468	3.959237673
469	3.954769802
470	3.950983474
471	3.946594628
472	3.941118549
473	3.937881105
474	3.93209417
475	3.928462113
476	3.923991822
477	3.919045297
478	3.916274984
479	3.912887503
480	3.908419294
481	3.905582454
482	3.901426969
483	3.896658632
484	3.891050934
485	3.886744519
486	3.880950221
487	3.877196368
488	3.871130599
489	3.866064246
490	3.857282545
491	3.853149194
492	3.847310828
493	3.843186421
494	3.837736767
495	3.833986887
496	3.829272281
497	3.825245958
498	3.822372968
499	3.818485858
500	3.814079029
501	3.8097593
502	3.80561464
503	3.800366551
504	3.796880679
505	3.794065612
506	3.789393479
507	3.784907983
508	3.778085648
509	3.773856873
510	3.77030786
511	3.767850489
512	3.763285324
513	3.759215712
514	3.755038019
515	3.750589837
516	3.745446833
517	3.739853633
518	3.736775965
519	3.731167175
520	3.727159037
521	3.723402121
522	3.719330036
523	3.715548955
524	3.711464013
525	3.706440608
526	3.702486312
527	3.698728101
528	3.695144054
529	3.691316948
530	3.686349396
531	3.682387382
532	3.679492744
533	3.674696131
534	3.668456478
535	3.664295697
536	3.660726101
537	3.655004937
538	3.650649707
539	3.646236021
540	3.640445763
541	3.636486747
542	3.633217327
543	3.62993001
544	3.626104585
545	3.622989176
546	3.619648613
547	3.614889306
548	3.609010366
549	3.605571204
550	3.600881441
551	3.598075346
552	3.595696617
553	3.592330964
554	3.589386079
555	3.584037274
556	3.580421824
557	3.577163927
558	3.572971618
559	3.568211801
560	3.563389598
561	3.555337648
562	3.551192843
563	3.54658651
564	3.542851546
565	3.537052451
566	3.532910535
567	3.526676516
568	3.523318355
569	3.519740782
570	3.512454317
571	3.50896768
572	3.50469353
573	3.501189936
574	3.496509658
575	3.492977032
576	3.487884035
577	3.483196863
578	3.479169629
579	3.475543143
580	3.470943756
581	3.467911206
582	3.463384529
583	3.459610137
584	3.456108779
585	3.451508397
586	3.448168849
587	3.443463475
588	3.440144138
589	3.436433531
590	3.430197586
591	3.424921192
592	3.421182032
593	3.41712794
594	3.411778454
595	3.409233806
596	3.403599136
597	3.400164805
598	3.395217732
599	3.39062401
600	3.387267844
601	3.383372668
602	3.380598107
603	3.377300234
604	3.372723396
605	3.369874285
606	3.367421311
607	3.363894556
608	3.360473102
609	3.356074608
610	3.352762963
611	3.349259071
612	3.343913792
613	3.340665182
614	3.338525129
615	3.334523706
616	3.330990518
617	3.325622469
618	3.322696063
619	3.319499827
620	3.316845965
621	3.312529244
622	3.308204128
623	3.302913601
624	3.299404704
625	3.296193882
626	3.292883424
627	3.288607011
628	3.283865451
629	3.280303196
630	3.276553816
631	3.272924388
632	3.269075335
633	3.266919857
634	3.263915029
635	3.259611423
636	3.257489409
637	3.254204119
638	3.248903076
639	3.245128819
640	3.241393417
641	3.23723325
642	3.233086811
643	3.229888322
644	3.227706806
645	3.224532423
646	3.220955696
647	3.217920728
648	3.214002854
649	3.210231242
650	3.206796785
651	3.205476218
652	3.201473767
653	3.197645845
654	3.194693141
655	3.191664883
656	3.187859247
657	3.183099765
658	3.180369495
659	3.177125036
660	3.174614458
661	3.171149517
662	3.16742277
663	3.163441085
664	3.160307156
665	3.157316153
666	3.154672976
667	3.150737569
668	3.146612386
669	3.14312761
670	3.137631394
671	3.135485296
672	3.129520689
673	3.125755587
674	3.122953832
675	3.120003405
676	3.117467798
677	3.113516782
678	3.109796726
679	3.106512827
680	3.102445579
681	3.097969441
682	3.093587921
683	3.091120407
684	3.087772036
685	3.083853147
686	3.080766909
687	3.076187573
688	3.072457092
689	3.069455147
690	3.065631237
691	3.062389737
692	3.057725372
693	3.05436874
694	3.049616732
695	3.047146024
696	3.043557564
697	3.039542113
698	3.036296101
699	3.034005509
700	3.03054366
701	3.027773562
702	3.024772392
703	3.020809196
704	3.01689141
705	3.013980095
706	3.010297159
707	3.005940808
708	3.002017435
709	2.998864734
710	2.996394859
711	2.992864756
712	2.989616372
713	2.98461783
714	2.981899461
715	2.979177485
716	2.976232585
717	2.972982154
718	2.970288456
719	2.966698323
720	2.963307559
721	2.959460508
722	2.957263204
723	2.954796882
724	2.949489273
725	2.947046136
726	2.944549597
727	2.94007269
728	2.9351326
729	2.931452232
730	2.927523853
731	2.924460556
732	2.922265152
733	2.919850702
734	2.916301495
735	2.913209636
736	2.910794064
737	2.907908994
738	2.903759042
739	2.900957
740	2.897991627
741	2.894241541
742	2.891587646
743	2.889565825
744	2.886232161
745	2.880813509
746	2.876108717
747	2.874190669
748	2.871625519
749	2.867549511
750	2.865156144
751	2.862018745
752	2.858719686
753	2.853940776
754	2.850862145
755	2.846845882
756	2.843550963
757	2.840255015
758	2.837515799
759	2.835099893
760	2.831903247
761	2.829587599
762	2.827812081
763	2.825034564
764	2.823133068
765	2.820905747
766	2.817788529
767	2.814856684
768	2.811843434
769	2.809792247
770	2.806459611
771	2.804345256
772	2.801555002
773	2.797652291
774	2.79434541
775	2.791999931
776	2.789550957
777	2.785836992
778	2.783201007
779	2.780734627
780	2.777460902
781	2.774538792
782	2.771305721
783	2.768178602
784	2.764460406
785	2.762461512
786	2.760383356
787	2.755779651
788	2.752640391
789	2.748318089
790	2.744530961
791	2.741823955
792	2.738502777
793	2.7366857
794	2.73449447
795	2.73155472
796	2.728329268
797	2.72676251
798	2.725143019
799	2.72219415
800	2.718754712
801	2.715826142
802	2.712649501
803	2.708899201
804	2.706874146
805	2.703679118
806	2.701021417
807	2.698535834
808	2.696098721
809	2.692684484
810	2.689094012
811	2.686489447
812	2.682994284
813	2.680346853
814	2.677430936
815	2.674819333
816	2.671867355
817	2.670008511
818	2.668192656
819	2.665401252
820	2.662359439
821	2.659263298
822	2.655945163
823	2.654359592
824	2.651987886
825	2.649218261
826	2.646766298
827	2.644316919
828	2.641718594
829	2.638090149
830	2.635865421
831	2.63354309
832	2.631633875
833	2.628894801
834	2.62666438
835	2.624627462
836	2.62154967
837	2.61837717
838	2.615409852
839	2.612233546
840	2.610347756
841	2.607749815
842	2.604260276
843	2.600866471
844	2.598759178
845	2.595408687
846	2.592893455
847	2.59069964
848	2.586929919
849	2.585070616
850	2.582118672
851	2.578548048
852	2.576288159
853	2.573937469
854	2.570205118
855	2.567072097
856	2.564415615
857	2.562814437
858	2.560314875
859	2.557391786
860	2.554677551
861	2.553156416
862	2.549818924
863	2.547812681
864	2.545930259
865	2.543628323
866	2.541775611
867	2.538318698
868	2.535636084
869	2.533595042
870	2.530781966
871	2.528408049
872	2.525494471
873	2.523689465
874	2.521931643
875	2.520324245
876	2.518534656
877	2.514847845
878	2.512049937
879	2.510236092
880	2.507720889
881	2.504822198
882	2.502169985
883	2.499551463
884	2.497271035
885	2.495365161
886	2.493823241
887	2.491585819
888	2.489675793
889	2.487742947
890	2.484991482
891	2.482379581
892	2.478856594
893	2.474714857
894	2.472819759
895	2.470315113
896	2.46841494
897	2.465317906
898	2.462487546
899	2.458386522
900	2.455304303
901	2.452620726
902	2.448620982
903	2.446519138
904	2.444483885
905	2.441022451
906	2.438808686
907	2.437036095
908	2.435196834
909	2.433394524
910	2.430659419
911	2.428281748
912	2.425303415
913	2.423054557
914	2.420415849
915	2.416469768
916	2.413314954
917	2.410811363
918	2.408782291
919	2.406620407
920	2.404772994
921	2.403012653
922	2.401195104
923	2.3985288
924	2.395376291
925	2.392931772
926	2.390497646
927	2.388491776
928	2.386840203
929	2.382673412
930	2.380326322
931	2.377789038
932	2.375345987
933	2.372941172
934	2.369446575
935	2.36690507
936	2.364338287
937	2.363103359
938	2.360464391
939	2.358644011
940	2.356443322
941	2.35347221
942	2.350456264
943	2.348422611
944	2.3461209
945	2.344244676
946	2.342541083
947	2.340355348
948	2.337022021
949	2.333975097
950	2.332119327
951	2.329543772
952	2.327245437
953	2.324772423
954	2.322455503
955	2.319701267
956	2.317378088
957	2.314955099
958	2.31239217
959	2.310705392
960	2.308394956
961	2.306088629
962	2.30388242
963	2.300678122
964	2.299120053
965	2.297313457
966	2.295003875
967	2.292843413
968	2.290019628
969	2.288324281
970	2.285546286
971	2.283221887
972	2.28078631
973	2.278563944
974	2.276196991
975	2.272517213
976	2.269640217
977	2.266862539
978	2.264023631
979	2.261522718
980	2.2595339
981	2.257443007
982	2.254888335
983	2.253279277
984	2.251280951
985	2.247662926
986	2.24554859
987	2.243187313
988	2.241707595
989	2.239014461
990	2.236548323
991	2.234737767
992	2.232667914
993	2.230362405
994	2.228514882
995	2.226013945
996	2.224469782
997	2.222222053
998	2.220299794
999	2.218377713
